%# iteration evaluations sigma void fitness_of_recent_best x_of_recent_best(1...dimension) (randomSeed=1488526527682, Fri Mar 03 16:35:27 JST 2017)

1 50 0.10553467224742566 0 1.7285856277500233 99.95432788111798 99.98579086739792 9.918539551750666 99.92608111134034 99.80918073557442 99.88500754659596 100.01918036073198 60.040205702226565 10.060265130528949 199.9906137345345 100.00564079100849 99.92402065752064 9.947496549675412 9.971792503027052 59.995366243362525 10.042930829388576 199.8069807747752 100.13199296430828 99.98386976285978 9.999987538975978 9.954532986745598 29.783778838687528 29.848091861051735 29.941134743609357 
2 100 0.11272668142912645 0 1.7853292961765128 99.96284760036073 99.99394788543584 10.14134240188642 99.97739016438587 99.84899133605336 100.04670183611637 100.03446714412821 59.91894637652504 10.118413143805482 199.89767560188577 99.82390831186507 100.13223427767639 10.017814514433175 10.03736200378532 60.0366370689022 10.284327257790292 199.94929425351378 100.02134163559009 100.04698782337188 10.017524469089695 10.128283479163253 30.159516666458202 30.10142755771901 30.161048179441504 
3 150 0.12940806378597042 0 1.7369031921387421 99.78950669134792 99.85490678041526 10.165049102076187 99.91980484048025 99.84697024666377 100.17603249113212 100.05788990559003 59.77548971182804 10.22961762365511 199.6637130725579 99.81429044883444 100.0368183996438 9.893366413234643 9.865278574786988 60.033437020418724 10.098019137685762 199.94989422390898 100.12790266202185 100.0041999635386 9.779124742854757 10.04912000201467 29.821227336865594 30.01901292013137 30.017299963293105 
4 200 0.150617989198236 0 1.7394578167612802 100.00290291213012 99.7914438212542 10.235983800123622 99.93712703673114 100.09364535205306 100.17924421695095 100.18588116104033 60.03533910996835 9.965440625849599 199.8301370183781 99.89243582966512 100.06562922504327 9.850019340001602 10.11416971572429 60.27774775542306 9.735283880954679 199.81035041917423 99.83067764494699 100.05422082371261 9.867936079252482 9.882749981699963 29.56144190612704 30.082318686114817 29.92873692657001 
5 250 0.17737624752786613 0 1.6745490463668526 100.22485698502675 99.89701886874475 10.47054023206872 100.03005379300721 99.82405712923452 100.0083311309983 99.88302752934119 59.93477526957549 10.071837131859352 199.90043808807948 100.01995782343951 99.99105656667605 9.721576046343634 9.786602588113585 60.222941464196936 10.211604588340634 199.7578891644942 99.94516500850489 99.92335254524849 9.795017107972527 9.884712099156834 29.898088668507103 30.272089035300592 30.158109222791136 
6 300 0.1926108298594269 0 1.7157427604510107 99.83696605542015 100.27231452180678 10.159545232514304 100.2787467592213 99.96412851224282 99.5484525795266 99.94430249161361 60.07882562257827 10.154610745893574 199.81540872867785 99.8636961660908 99.98377370849046 10.149431372271275 10.137108567200297 60.29736869831106 10.01843963901686 199.97492015579172 99.9520780965367 99.94868094047767 9.8617016233514 10.16182399551159 29.98115952278317 30.184137539819872 29.8554820363379 
7 350 0.2064648846380465 0 1.6678361221375093 100.03881197578222 99.984409960207 10.332443427440557 100.19753133198947 99.77799273028951 99.81819118918942 100.0610733445826 60.32938611398624 9.623267324082445 199.77264164252583 99.62461903007102 99.67083995510369 10.08606831049075 10.30782121930845 59.998417371366656 10.010911355593244 199.58461770200591 99.87168871777433 99.6829235478805 10.23804577308857 9.850318329861368 29.447475917562063 30.533774476800062 30.02528061665327 
8 400 0.21032152032646395 0 1.6492041306950906 99.74133767263585 99.8706655385557 10.484345002785368 99.66772723171367 100.24962675614306 100.46608587681449 100.09806229470402 59.74506673055454 10.004956476319302 199.86843735601477 99.80935383169508 99.6718467941032 9.708215867455232 9.87550284737725 59.89362122292402 10.367006397749694 199.53144669011292 99.91208720046772 99.75380713843782 9.87887333948771 9.998757180644143 29.783641315400068 30.43963159638488 30.189578785638915 
9 450 0.22276211156234493 0 1.5560860769714746 100.00500444080947 100.09686756547134 10.411122555232845 100.03979256119756 100.10993872478375 99.87956003955138 99.8487329314611 59.666868419988795 10.18894542571212 199.72506824210055 99.50245848324025 99.62093506452688 9.899530714092442 9.968871910023836 60.33979296337155 10.232305779625387 199.70303715380018 100.59420298725891 99.92355328328276 9.903545330939613 10.446016355462774 29.67768980328131 29.8794025553026 30.42987004344771 
10 500 0.2546050640783415 0 1.5627243324897666 99.89994000174963 100.05260557868036 10.808138042586876 100.06099133044334 100.0027703541185 100.11410872261347 100.1705700115374 59.940083091126944 10.580903008317039 199.27927711164529 99.84545296778698 99.82758983301561 10.714278229663986 9.787572597185484 59.6973698169119 10.005898001732321 199.84659853958752 100.16913954150948 100.28678175943315 10.003155438386047 10.049002671788905 29.292488075212606 30.106728035281495 30.298473210781506 
