%# iteration evaluations sigma axisratio fitness_of(bestever best median worst) mindii idxmaxSD maxSD idxminSD minSD (randomSeed=1488526527682, Fri Mar 03 16:35:27 JST 2017)

1 50 0.10553467224742566 1.0 1.7285856277500233 1.7285856277500233 2.197564872931726 2.7902893508951867 1.0 17 0.10762637078230092 1 0.10441222276371315
2 100 0.11272668142912645 1.09835109735814 1.7285856277500233 1.7853292961765128 2.169007384214519 3.2611595878708095 0.9816110507922022 22 0.11518792677282823 1 0.11034986197712572
3 150 0.12940806378597042 1.1291208973736242 1.7285856277500233 1.7369031921387421 2.1404387426723566 2.569525538611115 0.9650563603291651 23 0.13230619373541763 14 0.12706815846314293
4 200 0.150617989198236 1.1658850426078378 1.7285856277500233 1.7394578167612802 2.0435189421447006 2.589633374301425 0.9534483005937613 22 0.15442381024223634 14 0.14808888165151537
5 250 0.17737624752786613 1.1816142323583325 1.6745490463668526 1.6745490463668526 2.002658840496409 2.479666491699341 0.94243835361401 22 0.18187629789155602 12 0.1738585355846694
6 300 0.1926108298594269 1.1904736692281048 1.6745490463668526 1.7157427604510107 1.9441119108604197 2.332020863089469 0.9321556664135725 22 0.1977795084116801 15 0.18862187595844823
7 350 0.2064648846380465 1.221221095574368 1.6678361221375093 1.6678361221375093 1.8712520900994456 3.1196992737595863 0.9239039977040439 22 0.21299582590059002 15 0.20093327397015767
8 400 0.21032152032646395 1.2295887478503122 1.6492041306950906 1.6492041306950906 1.8764596096865325 2.631433498950754 0.913680512634729 22 0.21585439312063912 17 0.20463024808522123
9 450 0.22276211156234493 1.256419728137276 1.5560860769714746 1.5560860769714746 1.7917394766993173 2.5319350133454717 0.9025188006514109 18 0.22926082940474438 17 0.21466155479407795
10 500 0.2546050640783415 1.2838217112726429 1.5560860769714746 1.5627243324897666 1.791069007646109 2.210549705642229 0.8960426010306918 13 0.26460739006674816 17 0.24282594851673311
11 550 0.29129126810616035 1.319932684388501 1.5037640173211397 1.5037640173211397 1.7337790881765776 2.1274306106704253 0.8875994352874809 22 0.3044804758385291 17 0.2759845729945752
12 600 0.3485143138205639 1.4078784071604997 1.4200483633914598 1.4200483633914598 1.64338196780197 2.512713689782722 0.877868473226731 22 0.37558026605604145 17 0.33036619259032485
13 650 0.40971194879100353 1.4729478791278674 1.4200483633914598 1.4667885085082866 1.590195417842217 1.8618930287977031 0.8708038570122453 22 0.44166585005926395 17 0.3856025455106712
14 700 0.5260796558095502 1.5299995280999017 1.2598270449410864 1.2598270449410864 1.5023906989342837 1.8008198937314344 0.8641284076559899 22 0.5694060527404964 17 0.49898618747536866
15 750 0.7034661011256749 1.616336745248255 1.2546363256192588 1.2546363256192588 1.4599036190559649 1.6843666489774802 0.8573095515958379 22 0.7647846954752344 17 0.6619009533534864
16 800 0.8859664191787467 1.677466681907327 1.2390931255278486 1.2390931255278486 1.357352970791556 1.5431532025737824 0.8534987674843745 22 0.9604809332168858 17 0.8249473723140787
